Date,Close,High,Low,Open,Volume,Sentiment
2024-01-02,138.902099609375,139.95213414491474,137.0906871446073,138.9419195505414,20071900,0.0
2024-01-03,139.69833374023438,140.4248882168035,137.77742399819624,137.94663597072886,18974300,0.0
2024-01-04,137.38926696777344,139.97203524387632,137.35940960398045,139.19074730881516,18253300,0.0
2024-01-05,136.74232482910156,138.15562893957002,136.2048771424727,137.69979542310543,15433200,0.0
2024-01-08,139.86752319335938,139.9770052473925,137.23002169191204,137.34945113745462,17645300,0.0
2024-01-09,141.88795471191406,142.12682879389962,139.13100853140358,139.39973997528017,19579700,0.0
2024-01-10,143.1221160888672,143.8436892574364,141.78843662182845,141.8481513461947,16641900,0.0
2024-01-11,142.99270629882812,145.9686162505574,141.54456366540506,144.21193745499684,17471100,0.0
2024-01-12,143.56004333496094,144.05768628375355,142.68418688529152,143.65956281260492,13995200,0.0
2024-01-16,143.4008026123047,145.1525004306422,142.3816277261754,142.75385762766444,19198900,0.0
2024-01-17,142.21640014648438,142.7339530613565,139.84761486962495,142.23631011659492,17884500,0.0
2024-01-18,144.30650329589844,144.89869960159834,142.67423508180605,142.76380716497314,18876800,0.0
2024-01-19,147.2724609375,147.3421230557462,145.11269228213737,145.61530135197785,27170900,0.0
2024-01-22,147.013671875,149.30779834923413,146.8842798614923,148.0089576727983,21829200,0.0
2024-01-23,147.97909545898438,148.15825481226227,146.49612923631082,147.02362953102596,14113600,0.0
2024-01-24,149.6412353515625,150.85548531754347,149.133629842608,149.5815054429125,19245000,0.0
2024-01-25,152.9157257080078,154.03044106087503,150.50713564235818,151.02468856484268,21495100,0.0
2024-01-26,153.0650177001953,153.3835164900002,152.07969434131007,152.14935645979352,19494500,0.0
2024-01-29,154.1100616455078,154.46836516892455,152.19911458290434,152.9157216297378,20909300,0.0
2024-01-30,152.32852172851562,154.30913110200262,152.05480897288476,153.2839877612383,26578900,0.0
2024-01-31,141.1315460205078,144.90367296245176,140.8827245413415,144.70461881649027,43908600,0.0
2024-02-01,142.03726196289062,143.93824654999406,141.5893711442408,143.012637923415,25526900,0.0
2024-02-02,142.8633270263672,143.20173576400992,137.51864676692574,140.22582554692482,42116900,0.0
2024-02-05,144.2467803955078,145.97858335516779,143.2315996965748,143.36097653848321,29254400,0.0
2024-02-06,144.7245330810547,146.04826521191697,143.8387291964155,145.27194338883356,21517700,0.0
2024-02-07,145.988525390625,146.30702416148435,144.52546912091884,145.4311677284784,21436100,0.0
2024-02-08,146.5260009765625,146.9141618954231,145.72976916722166,146.27717948532216,18241300,0.0
2024-02-09,149.5118408203125,149.98460767133366,146.73498480868986,147.25253770030403,21877700,0.0
2024-02-12,148.02886962890625,149.88010203507002,147.85967284607264,148.83504878876087,17236100,0.0
2024-02-13,145.67999267578125,147.34211831038104,144.42593790601492,145.38141905454472,18138500,0.0
2024-02-14,146.44635009765625,147.1330997206111,144.86881544298058,146.67526157635592,16651800,0.0
2024-02-15,143.26144409179688,144.07757057119647,141.21115772203078,143.7789969731579,26724300,0.0
2024-02-16,141.0917205810547,143.79889938383792,140.85286168995205,143.53018313134746,21849700,0.0
2024-02-20,141.52964782714844,142.65332338866605,140.13625368240938,140.27559309688328,18625600,0.0
2024-02-21,143.1619110107422,143.30125042031312,141.24101663688162,141.9675710448689,16499600,0.0
2024-02-22,144.63494873046875,145.5107899618142,143.33111149451477,145.43116527044518,23024700,0.0
2024-02-23,144.60508728027344,145.2669609338235,144.10744431116856,144.28660367721258,14519400,0.0
2024-02-26,138.0959014892578,143.16190244679314,138.08595409876088,142.7737416014327,33513000,0.0
2024-02-27,139.43955993652344,139.82772082802197,137.847096430097,138.75281023921275,22364000,0.0
2024-02-28,136.78213500976562,138.62342001381086,135.9958658248756,138.444275840111,30628700,0.0
2024-02-29,139.12106323242188,139.29026001463518,136.92148987679116,137.69781167134997,35485000,0.0
2024-03-01,137.4290771484375,139.3400242297367,137.32457638258526,138.95186334114246,28522000,0.0
2024-03-04,133.56736755371094,135.9859202387782,132.23368806448792,135.89633296388092,43571500,0.0
2024-03-05,133.1493377685547,133.38821183618217,130.92985460920454,132.1142471825488,28447600,0.0
2024-03-06,131.93508911132812,134.10482014941,131.32796413873504,133.60717722718147,23175200,0.0
2024-03-07,134.6024627685547,135.17973037946277,132.0346234732147,133.25882080682047,24107300,0.0
2024-03-08,135.6475067138672,138.32980946619315,134.16454046339086,134.39843325406335,26472400,0.0
2024-03-11,138.28501892089844,139.32010952636415,136.42383923457078,136.42383923457078,22536400,0.0
2024-03-12,138.96180725097656,139.61869956501798,137.55846572697882,137.59827047925845,19019700,0.0
2024-03-13,140.1063995361328,141.51970368304296,139.34997253718265,139.39973986924898,19637000,0.0
2024-03-14,143.6595458984375,144.0477067453202,140.81800924770826,141.62916958863315,36117900,0.0
2024-03-15,141.49978637695312,143.659554832315,140.46469578318113,142.73394628866993,41025900,0.0
2024-03-18,147.78004455566406,152.20906372462022,147.44165099822862,148.6658483894553,47676700,0.0
2024-03-19,147.22268676757812,148.91466974023234,146.31697296442448,148.2776873792264,17748400,0.0
2024-03-20,148.97438049316406,149.05400518452484,146.9688800892644,148.08857668370393,17730000,0.0
2024-03-21,148.03883361816406,150.5917292530754,147.31226396001364,149.6113871985433,19843900,0.0
2024-03-22,151.05453491210938,151.84080403684533,149.38244681787967,149.5317488047315,19226300,0.0
2024-03-25,150.4374542236328,150.74201145898448,148.09854152495535,150.2384000856177,15114700,0.0
2024-03-26,150.98486328125,152.4777920846642,150.3180235714812,150.52704028617632,19312700,0.0
2024-03-27,151.22373962402344,151.9702040369206,149.4222746041288,151.4277750526382,16622000,0.0
2024-03-28,151.54222106933594,151.95029192080196,150.61661250010812,151.28345221045504,21105600,0.0
2024-04-01,155.7622528076172,156.25989578783322,150.9351098247783,151.1142691948225,24469800,0.0
2024-04-02,155.1352081298828,155.25465276475865,152.7365806566567,154.02049278342562,17598100,0.0
2024-04-03,155.63284301757812,155.8120023671829,153.40540191838465,154.18968157696656,17266200,0.0
2024-04-04,151.22373962402344,155.44374205201333,151.16402490088885,154.34893669187858,24184800,0.0
2024-04-05,153.2143096923828,154.1100609031813,150.36877863435,150.96495390021258,16289800,0.0
2024-04-08,155.4039306640625,155.91650226489386,153.26407217985934,153.2889482511509,16641500,0.0
2024-04-09,157.39450073242188,159.1362509369547,155.90157198567948,156.6082316080211,21538100,0.0
2024-04-10,156.91677856445312,157.4144215142172,155.4636544689247,157.1357426772979,16339200,0.0
2024-04-11,160.03201293945312,160.36045910838484,157.18549466223584,157.59356552547138,17841700,0.0
2024-04-12,158.43955993652344,160.93772200076836,157.8523449185831,158.65354275354042,16968200,0.0
2024-04-15,155.59304809570312,160.0718346896375,155.41388873477973,159.5244244018962,21140900,0.0
2024-04-16,155.2646026611328,156.4888000836408,154.31908407973467,154.9062991244405,15413200,0.0
2024-04-17,156.1404571533203,157.9329619598977,155.39895882932524,156.44899335301892,16237800,0.0
2024-04-18,156.71771240234375,157.73787429637503,155.47360512335126,156.18523084208942,14016100,0.0
2024-04-19,154.98593139648438,157.2452347851526,153.18446623308236,157.00636068672782,20063900,0.0
2024-04-22,157.20538330078125,158.4345618261258,154.92618558467942,155.27452648977632,17243900,0.0
2024-04-23,159.16612243652344,159.72348012158997,157.2203366413251,157.84239034106147,16115400,0.0
2024-04-24,160.34054565429688,160.62917184903918,158.0712952848792,158.34001151164955,19485700,0.0
2024-04-25,157.20538330078125,157.53382942514497,152.0478208576874,152.63702529135549,36197800,0.0
2024-04-26,172.8712158203125,175.58834216017274,170.59200253322018,175.16037649944792,56500800,0.0
2024-04-29,167.10848999023438,170.5720957211152,166.27245351182466,169.96497073841974,35914600,0.0
2024-04-30,163.86386108398438,169.06920180643567,163.72452167301353,166.59094976939298,29420800,0.0
2024-05-01,164.78948974609375,168.01420626410095,164.12263484487258,165.39659955094953,25223200,0.0
2024-05-02,167.66587829589844,167.73554041543014,164.90893195424,165.88430793569268,17041100,0.0
2024-05-03,168.19337463378906,169.04932114032962,164.20226833832118,168.74076974533335,22767100,0.0
2024-05-06,169.02938842773438,169.09905053623592,167.09853155507523,168.42226348516482,15147900,0.0
2024-05-07,172.16453552246094,172.65223103765175,169.19858805476193,169.31801749241833,21102400,0.0
2024-05-08,170.35313415527344,171.09859622958308,169.71814128050192,169.94506330132936,14569900,0.0
2024-05-09,170.77114868164062,171.62709512370475,169.12891791013897,170.3431678671801,11937700,0.0
2024-05-10,169.48721313476562,170.53226626790192,167.11844324476036,168.890050763585,18740500,0.0
2024-05-13,170.0943603515625,170.14412768572356,164.9785912490824,165.06518671425982,19648600,0.0
2024-05-14,171.11949157714844,171.96549063762274,169.61661538741166,170.78109802770155,18729500,0.0
2024-05-15,173.060302734375,173.2255205444955,171.21901789802692,171.48774932095938,20958200,0.0
2024-05-16,174.60301208496094,175.5087259711052,173.229527760386,173.77693808645444,17247300,0.0
2024-05-17,176.45423889160156,176.65827433319447,174.15513078353555,174.7224510631146,16546400,0.0
2024-05-20,177.6187286376953,179.1016949111226,176.3895499420499,176.47414073902465,17495100,0.0
2024-05-21,178.69361877441406,178.97231279047915,176.474135532202,177.55899348782262,14706000,0.0
2024-05-22,177.160888671875,178.00887723264987,175.94663866940007,177.55899695369803,16189400,0.0
2024-05-23,174.2347412109375,179.06188373408688,173.71718830847908,177.93720584610716,14928400,5.0477
2024-05-24,175.49876403808594,176.4681715297921,174.37408611469655,175.6878707884106,11400600,7.8217
2024-05-28,177.18080139160156,177.6684817663742,174.85182082753647,174.91155073890857,15655300,7.8998
2024-05-29,176.56370544433594,177.3897945303486,175.42908017169887,175.976490431931,15023800,7.1294
2024-05-30,172.74180603027344,175.85705553445754,172.41335988432073,175.85705553445754,18844000,0.0
2024-05-31,173.13992309570312,173.59774605548205,170.16401310971617,172.58255029510445,28085200,0.0
2024-06-03,173.59776306152344,175.03097717260903,171.63704864383791,173.06031536329505,20742800,0.0
2024-06-04,174.30442810058594,174.36414282591306,172.40342834776362,173.62762577754341,14066600,0.0
2024-06-05,176.2352752685547,177.13102647161713,174.46365245832024,175.70279368634698,15233900,0.0
2024-06-06,177.50924682617188,177.86755035862805,176.37462150453698,176.59357043122796,14255800,0.0
2024-06-07,175.12054443359375,178.5741875907091,174.9612950507807,177.61872166754497,14716300,0.0
2024-06-10,175.99740600585938,177.830812412341,173.7554643619359,175.81804276819278,17122200,0.0
2024-06-11,177.5518035888672,177.75108423529036,174.81165288916708,177.08348570749644,14402400,0.0
2024-06-12,178.91690063476562,181.42787947273285,177.14327694877989,179.10622257947298,18600400,0.0
2024-06-13,176.10699462890625,177.87064426133762,176.0272793318939,177.2030457535148,15956900,0.0
2024-06-14,177.73117065429688,178.08988193795201,175.22219861523934,175.22219861523934,12361600,0.0
2024-06-17,178.1396942138672,179.27561067019667,175.85790258992213,176.3461379133103,15272900,0.0
2024-06-18,175.8180389404297,178.26923510757547,174.99100977195764,178.14965455035454,15640300,0.0
2024-06-20,177.07354736328125,178.09985725433654,175.82802417470535,176.0771288124205,16753200,0.0
2024-06-21,179.61439514160156,181.85832853145462,177.42227746039913,177.8507453258578,59728000,0.0
2024-06-24,180.14248657226562,181.4278748991179,179.58449466770367,180.6307370908269,18198300,1.3204
